ROW_ID,SPLIT,N_CLUSTERS,CLUSTER,CLUSTER_ORACLE,GATE_CONFIDENCE
tuji1_official_train_0000138,train,2,1,1,1.0
tuji1_official_train_0000139,train,2,1,1,1.0
tuji1_official_train_0000140,train,2,1,1,1.0
tuji1_official_train_0000141,train,2,1,1,1.0
tuji1_official_train_0000142,train,2,1,1,1.0
tuji1_official_train_0000143,train,2,1,1,1.0
tuji1_official_train_0000144,train,2,1,1,1.0
tuji1_official_train_0000145,train,2,1,1,1.0
tuji1_official_train_0000146,train,2,1,1,1.0
tuji1_official_train_0000147,train,2,1,1,1.0
tuji1_official_train_0000148,train,2,1,1,1.0
tuji1_official_train_0000149,train,2,1,1,1.0
tuji1_official_train_0000150,train,2,1,1,1.0
tuji1_official_train_0000151,train,2,1,1,1.0
tuji1_official_train_0000152,train,2,1,1,1.0
tuji1_official_train_0000153,train,2,1,1,1.0
tuji1_official_train_0000154,train,2,1,1,1.0
tuji1_official_train_0000155,train,2,1,1,1.0
tuji1_official_train_0000156,train,2,1,1,1.0
tuji1_official_train_0000157,train,2,1,1,1.0
tuji1_official_train_0000158,train,2,1,1,1.0
tuji1_official_train_0000159,train,2,1,1,1.0
tuji1_official_train_0000160,train,2,1,1,1.0
tuji1_official_train_0000161,train,2,1,1,1.0
tuji1_official_train_0000162,train,2,1,1,1.0
tuji1_official_train_0000163,train,2,1,1,1.0
tuji1_official_train_0000164,train,2,1,1,1.0
tuji1_official_train_0000165,train,2,1,1,1.0
tuji1_official_train_0000166,train,2,1,1,1.0
tuji1_official_train_0000167,train,2,1,1,1.0
tuji1_official_train_0000168,train,2,1,1,1.0
tuji1_official_train_0000169,train,2,1,1,1.0
tuji1_official_train_0000170,train,2,1,1,1.0
tuji1_official_train_0000171,train,2,1,1,1.0
tuji1_official_train_0000172,train,2,1,1,1.0
tuji1_official_train_0000173,train,2,1,1,1.0
tuji1_official_train_0000174,train,2,1,1,1.0
tuji1_official_train_0000175,train,2,1,1,1.0
tuji1_official_train_0000176,train,2,1,1,1.0
tuji1_official_train_0000177,train,2,1,1,1.0
tuji1_official_train_0000178,train,2,1,1,1.0
tuji1_official_train_0000179,train,2,1,1,1.0
tuji1_official_train_0000180,train,2,1,1,1.0
tuji1_official_train_0000181,train,2,1,1,1.0
tuji1_official_train_0000182,train,2,1,1,1.0
tuji1_official_train_0000183,train,2,1,1,1.0
tuji1_official_train_0000184,train,2,1,1,1.0
tuji1_official_train_0000185,train,2,1,1,1.0
tuji1_official_train_0000186,train,2,1,1,1.0
tuji1_official_train_0000187,train,2,1,1,1.0
tuji1_official_train_0000188,train,2,1,1,1.0
tuji1_official_train_0000189,train,2,1,1,1.0
tuji1_official_train_0000190,train,2,1,1,1.0
tuji1_official_train_0000191,train,2,1,1,1.0
tuji1_official_train_0000192,train,2,1,1,1.0
tuji1_official_train_0000193,train,2,1,1,1.0
tuji1_official_train_0000194,train,2,1,1,1.0
tuji1_official_train_0000195,train,2,1,1,1.0
tuji1_official_train_0000196,train,2,1,1,1.0
tuji1_official_train_0000197,train,2,1,1,1.0
tuji1_official_train_0000198,train,2,1,1,1.0
tuji1_official_train_0000199,train,2,1,1,1.0
tuji1_official_train_0000200,train,2,1,1,1.0
tuji1_official_train_0000201,train,2,1,1,1.0
tuji1_official_train_0000202,train,2,1,1,1.0
tuji1_official_train_0000203,train,2,1,1,1.0
tuji1_official_train_0000204,train,2,1,1,1.0
tuji1_official_train_0000205,train,2,1,1,1.0
tuji1_official_train_0000206,train,2,1,1,1.0
tuji1_official_train_0000207,train,2,1,1,1.0
tuji1_official_train_0000208,train,2,1,1,1.0
tuji1_official_train_0000209,train,2,1,1,1.0
tuji1_official_train_0000210,train,2,1,1,1.0
tuji1_official_train_0000211,train,2,1,1,1.0
tuji1_official_train_0000212,train,2,1,1,1.0
tuji1_official_train_0000213,train,2,1,1,1.0
tuji1_official_train_0000214,train,2,1,1,1.0
tuji1_official_train_0000215,train,2,1,1,1.0
tuji1_official_train_0000216,train,2,1,1,1.0
tuji1_official_train_0000217,train,2,1,1,1.0
tuji1_official_train_0000218,train,2,1,1,1.0
tuji1_official_train_0000219,train,2,1,1,1.0
tuji1_official_train_0000220,train,2,1,1,1.0
tuji1_official_train_0000221,train,2,1,1,1.0
tuji1_official_train_0000222,train,2,1,1,1.0
tuji1_official_train_0000223,train,2,1,1,1.0
tuji1_official_train_0000224,train,2,1,1,1.0
tuji1_official_train_0000225,train,2,1,1,1.0
tuji1_official_train_0000226,train,2,1,1,1.0
tuji1_official_train_0000227,train,2,1,1,1.0
tuji1_official_train_0000228,train,2,1,1,1.0
tuji1_official_train_0000229,train,2,1,1,1.0
tuji1_official_train_0000230,train,2,1,1,1.0
tuji1_official_train_0000231,train,2,1,1,1.0
tuji1_official_train_0000232,train,2,1,1,1.0
tuji1_official_train_0000233,train,2,1,1,1.0
tuji1_official_train_0000234,train,2,1,1,1.0
tuji1_official_train_0000235,train,2,1,1,1.0
tuji1_official_train_0000236,train,2,1,1,1.0
tuji1_official_train_0000237,train,2,1,1,1.0
tuji1_official_train_0000238,train,2,1,1,1.0
tuji1_official_train_0000239,train,2,1,1,1.0
tuji1_official_train_0000240,train,2,1,1,1.0
tuji1_official_train_0000241,train,2,1,1,1.0
tuji1_official_train_0000242,train,2,1,1,1.0
tuji1_official_train_0000243,train,2,1,1,1.0
tuji1_official_train_0000244,train,2,1,1,1.0
tuji1_official_train_0000245,train,2,1,1,1.0
tuji1_official_train_0000246,train,2,1,1,1.0
tuji1_official_train_0000247,train,2,1,1,1.0
tuji1_official_train_0000248,train,2,1,1,1.0
tuji1_official_train_0000249,train,2,1,1,1.0
tuji1_official_train_0000250,train,2,1,1,1.0
tuji1_official_train_0000251,train,2,1,1,1.0
tuji1_official_train_0000252,train,2,1,1,1.0
tuji1_official_train_0000253,train,2,1,1,1.0
tuji1_official_train_0000254,train,2,1,1,1.0
tuji1_official_train_0000255,train,2,1,1,1.0
tuji1_official_train_0000256,train,2,1,1,1.0
tuji1_official_train_0000257,train,2,1,1,1.0
tuji1_official_train_0000258,train,2,1,1,1.0
tuji1_official_train_0000259,train,2,1,1,1.0
tuji1_official_train_0000260,train,2,1,1,1.0
tuji1_official_train_0000261,train,2,1,1,1.0
tuji1_official_train_0000262,train,2,1,1,1.0
tuji1_official_train_0000263,train,2,1,1,1.0
tuji1_official_train_0000264,train,2,1,1,1.0
tuji1_official_train_0000265,train,2,1,1,1.0
tuji1_official_train_0000266,train,2,1,1,1.0
tuji1_official_train_0000267,train,2,1,1,1.0
tuji1_official_train_0000268,train,2,1,1,1.0
tuji1_official_train_0000269,train,2,1,1,1.0
tuji1_official_train_0000270,train,2,1,1,1.0
tuji1_official_train_0000271,train,2,1,1,1.0
tuji1_official_train_0000272,train,2,1,1,1.0
tuji1_official_train_0000273,train,2,1,1,1.0
tuji1_official_train_0000274,train,2,1,1,1.0
tuji1_official_train_0000275,train,2,1,1,1.0
tuji1_official_train_0000276,train,2,1,1,1.0
tuji1_official_train_0000277,train,2,1,1,1.0
tuji1_official_train_0000278,train,2,1,1,1.0
tuji1_official_train_0000279,train,2,1,1,1.0
tuji1_official_train_0000280,train,2,1,1,1.0
tuji1_official_train_0000281,train,2,1,1,1.0
tuji1_official_train_0000282,train,2,1,1,1.0
tuji1_official_train_0000283,train,2,1,1,1.0
tuji1_official_train_0000284,train,2,1,1,1.0
tuji1_official_train_0000285,train,2,1,1,1.0
tuji1_official_train_0000286,train,2,1,1,1.0
tuji1_official_train_0000287,train,2,1,1,1.0
tuji1_official_train_0000288,train,2,1,1,1.0
tuji1_official_train_0000289,train,2,1,1,1.0
tuji1_official_train_0000290,train,2,1,1,1.0
tuji1_official_train_0000291,train,2,0,0,1.0
tuji1_official_train_0000292,train,2,1,1,1.0
tuji1_official_train_0000293,train,2,1,1,1.0
tuji1_official_train_0000294,train,2,1,1,1.0
tuji1_official_train_0000295,train,2,1,1,1.0
tuji1_official_train_0000296,train,2,1,1,1.0
tuji1_official_train_0000297,train,2,1,1,1.0
tuji1_official_train_0000298,train,2,1,1,1.0
tuji1_official_train_0000299,train,2,1,1,1.0
tuji1_official_train_0000300,train,2,1,1,1.0
tuji1_official_train_0000301,train,2,1,1,1.0
tuji1_official_train_0000302,train,2,1,1,1.0
tuji1_official_train_0000303,train,2,1,1,1.0
tuji1_official_train_0000304,train,2,1,1,1.0
tuji1_official_train_0000305,train,2,1,1,1.0
tuji1_official_train_0000306,train,2,1,1,1.0
tuji1_official_train_0000307,train,2,0,0,1.0
tuji1_official_train_0000308,train,2,1,1,1.0
tuji1_official_train_0000309,train,2,1,1,1.0
tuji1_official_train_0000310,train,2,1,1,1.0
tuji1_official_train_0000311,train,2,1,1,1.0
tuji1_official_train_0000312,train,2,1,1,1.0
tuji1_official_train_0000313,train,2,1,1,1.0
tuji1_official_train_0000314,train,2,1,1,1.0
tuji1_official_train_0000315,train,2,1,1,1.0
tuji1_official_train_0000316,train,2,1,1,1.0
tuji1_official_train_0000317,train,2,1,1,1.0
tuji1_official_train_0000318,train,2,1,1,1.0
tuji1_official_train_0000319,train,2,1,1,1.0
tuji1_official_train_0000320,train,2,1,1,1.0
tuji1_official_train_0000321,train,2,1,1,1.0
tuji1_official_train_0000322,train,2,1,1,1.0
tuji1_official_train_0000323,train,2,1,1,1.0
tuji1_official_train_0000324,train,2,1,1,1.0
tuji1_official_train_0000325,train,2,0,0,1.0
tuji1_official_train_0000326,train,2,1,1,1.0
tuji1_official_train_0000327,train,2,1,1,1.0
tuji1_official_train_0000328,train,2,1,1,1.0
tuji1_official_train_0000329,train,2,1,1,1.0
tuji1_official_train_0000330,train,2,1,1,1.0
tuji1_official_train_0000331,train,2,1,1,1.0
tuji1_official_train_0000332,train,2,1,1,1.0
tuji1_official_train_0000333,train,2,1,1,1.0
tuji1_official_train_0000334,train,2,1,1,1.0
tuji1_official_train_0000335,train,2,1,1,1.0
tuji1_official_train_0000336,train,2,1,1,1.0
tuji1_official_train_0000337,train,2,1,1,1.0
tuji1_official_train_0000338,train,2,1,1,1.0
tuji1_official_train_0000339,train,2,1,1,1.0
tuji1_official_train_0000340,train,2,1,1,1.0
tuji1_official_train_0000341,train,2,0,0,1.0
tuji1_official_train_0000342,train,2,1,1,1.0
tuji1_official_train_0000343,train,2,1,1,1.0
tuji1_official_train_0000344,train,2,1,1,1.0
tuji1_official_train_0000345,train,2,1,1,1.0
tuji1_official_train_0000346,train,2,1,1,1.0
tuji1_official_train_0000347,train,2,1,1,1.0
tuji1_official_train_0000348,train,2,1,1,1.0
tuji1_official_train_0000349,train,2,1,1,1.0
tuji1_official_train_0000350,train,2,1,1,1.0
tuji1_official_train_0000351,train,2,1,1,1.0
tuji1_official_train_0000352,train,2,1,1,1.0
tuji1_official_train_0000353,train,2,1,1,1.0
tuji1_official_train_0000354,train,2,1,1,1.0
tuji1_official_train_0000355,train,2,1,1,1.0
tuji1_official_train_0000356,train,2,1,1,1.0
tuji1_official_train_0000357,train,2,1,1,1.0
tuji1_official_train_0000358,train,2,1,1,1.0
tuji1_official_train_0000359,train,2,1,1,1.0
tuji1_official_train_0000360,train,2,1,1,1.0
tuji1_official_train_0000361,train,2,1,1,1.0
tuji1_official_train_0000362,train,2,0,0,1.0
tuji1_official_train_0000363,train,2,1,1,1.0
tuji1_official_train_0000364,train,2,1,1,1.0
tuji1_official_train_0000365,train,2,1,1,1.0
tuji1_official_train_0000366,train,2,1,1,1.0
tuji1_official_train_0000367,train,2,1,1,1.0
tuji1_official_train_0000368,train,2,1,1,1.0
tuji1_official_train_0000369,train,2,1,1,1.0
tuji1_official_train_0000370,train,2,1,1,1.0
tuji1_official_train_0000371,train,2,1,1,1.0
tuji1_official_train_0000372,train,2,1,1,1.0
tuji1_official_train_0000373,train,2,1,1,1.0
tuji1_official_train_0000374,train,2,1,1,1.0
tuji1_official_train_0000375,train,2,1,1,1.0
tuji1_official_train_0000376,train,2,1,1,1.0
tuji1_official_train_0000377,train,2,1,1,1.0
tuji1_official_train_0000378,train,2,1,1,1.0
tuji1_official_train_0000379,train,2,1,1,1.0
tuji1_official_train_0000380,train,2,1,1,1.0
tuji1_official_train_0000381,train,2,1,1,1.0
tuji1_official_train_0000382,train,2,1,1,1.0
tuji1_official_train_0000383,train,2,1,1,1.0
tuji1_official_train_0000384,train,2,1,1,1.0
tuji1_official_train_0000385,train,2,1,1,1.0
tuji1_official_train_0000386,train,2,1,1,1.0
tuji1_official_train_0000387,train,2,1,1,1.0
tuji1_official_train_0000388,train,2,1,1,1.0
tuji1_official_train_0000389,train,2,1,1,1.0
tuji1_official_train_0000390,train,2,1,1,1.0
tuji1_official_train_0000391,train,2,1,1,1.0
tuji1_official_train_0000392,train,2,1,1,1.0
tuji1_official_train_0000393,train,2,1,1,1.0
tuji1_official_train_0000394,train,2,1,1,1.0
tuji1_official_train_0000395,train,2,1,1,1.0
tuji1_official_train_0000396,train,2,1,1,1.0
tuji1_official_train_0000397,train,2,1,1,1.0
tuji1_official_train_0000398,train,2,1,1,1.0
tuji1_official_train_0000399,train,2,1,1,1.0
tuji1_official_train_0000400,train,2,1,1,1.0
tuji1_official_train_0000401,train,2,1,1,1.0
tuji1_official_train_0000402,train,2,1,1,1.0
tuji1_official_train_0000403,train,2,1,1,1.0
tuji1_official_train_0000404,train,2,1,1,1.0
tuji1_official_train_0000405,train,2,1,1,1.0
tuji1_official_train_0000406,train,2,1,1,1.0
tuji1_official_train_0000407,train,2,1,1,1.0
tuji1_official_train_0000408,train,2,1,1,1.0
tuji1_official_train_0000409,train,2,1,1,1.0
tuji1_official_train_0000410,train,2,1,1,1.0
tuji1_official_train_0000411,train,2,1,1,1.0
tuji1_official_train_0000412,train,2,1,1,1.0
tuji1_official_train_0000413,train,2,1,1,1.0
tuji1_official_train_0000414,train,2,1,1,1.0
tuji1_official_train_0000415,train,2,1,1,1.0
tuji1_official_train_0000416,train,2,1,1,1.0
tuji1_official_train_0000417,train,2,1,1,1.0
tuji1_official_train_0000418,train,2,1,1,1.0
tuji1_official_train_0000419,train,2,1,1,1.0
tuji1_official_train_0000420,train,2,1,1,1.0
tuji1_official_train_0000421,train,2,0,0,1.0
tuji1_official_train_0000422,train,2,0,0,1.0
tuji1_official_train_0000423,train,2,0,0,1.0
tuji1_official_train_0000424,train,2,0,0,1.0
tuji1_official_train_0000425,train,2,0,0,1.0
tuji1_official_train_0000426,train,2,0,0,1.0
tuji1_official_train_0000427,train,2,0,0,1.0
tuji1_official_train_0000428,train,2,0,0,1.0
tuji1_official_train_0000429,train,2,0,0,1.0
tuji1_official_train_0000430,train,2,0,0,1.0
tuji1_official_train_0000431,train,2,0,0,1.0
tuji1_official_train_0000432,train,2,0,0,1.0
tuji1_official_train_0000433,train,2,0,0,1.0
tuji1_official_train_0000434,train,2,0,0,1.0
tuji1_official_train_0000435,train,2,0,0,1.0
tuji1_official_train_0000436,train,2,0,0,1.0
tuji1_official_train_0000437,train,2,0,0,1.0
tuji1_official_train_0000438,train,2,0,0,1.0
tuji1_official_train_0000439,train,2,0,0,1.0
tuji1_official_train_0000440,train,2,0,0,1.0
tuji1_official_train_0000441,train,2,0,0,1.0
tuji1_official_train_0000442,train,2,0,0,1.0
tuji1_official_train_0000443,train,2,0,0,1.0
tuji1_official_train_0000444,train,2,0,0,1.0
tuji1_official_train_0000445,train,2,0,0,1.0
tuji1_official_train_0000446,train,2,0,0,1.0
tuji1_official_train_0000447,train,2,0,0,1.0
tuji1_official_train_0000448,train,2,0,0,1.0
tuji1_official_train_0000449,train,2,0,0,1.0
tuji1_official_train_0000450,train,2,0,0,1.0
tuji1_official_train_0000451,train,2,0,0,1.0
tuji1_official_train_0000452,train,2,0,0,1.0
tuji1_official_train_0000453,train,2,0,0,1.0
tuji1_official_train_0000454,train,2,0,0,1.0
tuji1_official_train_0000455,train,2,0,0,1.0
tuji1_official_train_0000456,train,2,0,0,1.0
tuji1_official_train_0000457,train,2,0,0,1.0
tuji1_official_train_0000458,train,2,0,0,1.0
tuji1_official_train_0000459,train,2,0,0,1.0
tuji1_official_train_0000460,train,2,0,0,1.0
tuji1_official_train_0000461,train,2,0,0,1.0
tuji1_official_train_0000462,train,2,0,0,1.0
tuji1_official_train_0000463,train,2,0,0,1.0
tuji1_official_train_0000464,train,2,0,0,1.0
tuji1_official_train_0000465,train,2,0,0,1.0
tuji1_official_train_0000466,train,2,0,0,1.0
tuji1_official_train_0000467,train,2,0,0,1.0
tuji1_official_train_0000468,train,2,0,0,1.0
tuji1_official_train_0000469,train,2,0,0,1.0
tuji1_official_train_0000470,train,2,0,0,1.0
tuji1_official_train_0000471,train,2,0,0,1.0
tuji1_official_train_0000472,train,2,0,0,1.0
tuji1_official_train_0000473,train,2,0,0,1.0
tuji1_official_train_0000474,train,2,0,0,1.0
tuji1_official_train_0000475,train,2,0,0,1.0
tuji1_official_train_0000476,train,2,0,0,1.0
tuji1_official_train_0000477,train,2,0,0,1.0
tuji1_official_train_0000478,train,2,0,0,1.0
tuji1_official_train_0000479,train,2,0,0,1.0
tuji1_official_train_0000480,train,2,0,0,1.0
tuji1_official_train_0000481,train,2,0,0,1.0
tuji1_official_train_0000482,train,2,0,0,1.0
tuji1_official_train_0000483,train,2,0,0,1.0
tuji1_official_train_0000484,train,2,0,0,1.0
tuji1_official_train_0000485,train,2,0,0,1.0
tuji1_official_train_0000486,train,2,0,0,1.0
tuji1_official_train_0000487,train,2,0,0,1.0
tuji1_official_train_0000488,train,2,0,0,1.0
tuji1_official_train_0000489,train,2,0,0,1.0
tuji1_official_train_0000490,train,2,0,0,1.0
tuji1_official_train_0000491,train,2,0,0,1.0
tuji1_official_train_0000492,train,2,0,0,1.0
tuji1_official_train_0000493,train,2,0,0,1.0
tuji1_official_train_0000494,train,2,0,0,1.0
tuji1_official_train_0000495,train,2,0,0,1.0
tuji1_official_train_0000496,train,2,0,0,1.0
tuji1_official_train_0000497,train,2,0,0,1.0
tuji1_official_train_0000498,train,2,0,0,1.0
tuji1_official_train_0000499,train,2,0,0,1.0
tuji1_official_train_0000500,train,2,0,0,1.0
tuji1_official_train_0000501,train,2,0,0,1.0
tuji1_official_train_0000502,train,2,0,0,1.0
tuji1_official_train_0000503,train,2,0,0,1.0
tuji1_official_train_0000504,train,2,0,0,1.0
tuji1_official_train_0000505,train,2,0,0,1.0
tuji1_official_train_0000506,train,2,0,0,1.0
tuji1_official_train_0000507,train,2,0,0,1.0
tuji1_official_train_0000508,train,2,0,0,1.0
tuji1_official_train_0000509,train,2,0,0,1.0
tuji1_official_train_0000510,train,2,0,0,1.0
tuji1_official_train_0000511,train,2,0,0,1.0
tuji1_official_train_0000512,train,2,0,0,1.0
tuji1_official_train_0000513,train,2,0,0,1.0
tuji1_official_train_0000514,train,2,0,0,1.0
tuji1_official_train_0000515,train,2,0,0,1.0
tuji1_official_train_0000516,train,2,0,0,1.0
tuji1_official_train_0000517,train,2,0,0,1.0
tuji1_official_train_0000518,train,2,0,0,1.0
tuji1_official_train_0000519,train,2,0,0,1.0
tuji1_official_train_0000520,train,2,0,0,1.0
tuji1_official_train_0000521,train,2,0,0,1.0
tuji1_official_train_0000522,train,2,0,0,1.0
tuji1_official_train_0000523,train,2,0,0,1.0
tuji1_official_train_0000524,train,2,0,0,1.0
tuji1_official_train_0000525,train,2,0,0,1.0
tuji1_official_train_0000526,train,2,0,0,1.0
tuji1_official_train_0000527,train,2,0,0,1.0
tuji1_official_train_0000528,train,2,0,0,1.0
tuji1_official_train_0000529,train,2,0,0,1.0
tuji1_official_train_0000530,train,2,0,0,1.0
tuji1_official_train_0000531,train,2,0,0,1.0
tuji1_official_train_0000532,train,2,0,0,1.0
tuji1_official_train_0000533,train,2,0,0,1.0
tuji1_official_train_0000534,train,2,0,0,1.0
tuji1_official_train_0000535,train,2,0,0,1.0
tuji1_official_train_0000536,train,2,0,0,1.0
tuji1_official_train_0000537,train,2,0,0,1.0
tuji1_official_train_0000538,train,2,0,0,1.0
tuji1_official_train_0000539,train,2,0,0,1.0
tuji1_official_train_0000540,train,2,0,0,1.0
tuji1_official_train_0000541,train,2,0,0,1.0
tuji1_official_train_0000542,train,2,0,0,1.0
tuji1_official_train_0000543,train,2,0,0,1.0
tuji1_official_train_0000544,train,2,0,0,1.0
tuji1_official_train_0000545,train,2,0,0,1.0
tuji1_official_train_0000546,train,2,0,0,1.0
tuji1_official_train_0000547,train,2,0,0,1.0
tuji1_official_train_0000548,train,2,0,0,1.0
tuji1_official_train_0000549,train,2,0,0,1.0
tuji1_official_train_0000550,train,2,0,0,1.0
tuji1_official_train_0000551,train,2,0,0,1.0
tuji1_official_train_0000552,train,2,0,0,1.0
tuji1_official_train_0000553,train,2,0,0,1.0
tuji1_official_train_0000554,train,2,0,0,1.0
